song name,artist,wav file location
Blue Jeans,Lana Del Rey,downloads/Blue Jeans - Lana Del Rey.wav
NOID,"Tyler, the Creator","downloads/NOID - Tyler, the Creator.wav"
Where Ya At (feat. Drake),Future,downloads/Where Ya At (feat. Drake) - Future.wav
All of the Girls You Loved Before,Taylor Swift,downloads/All of the Girls You Loved Before - Taylor Swift.wav
Secrets,A BOOGIE WIT DA HOODIE,downloads/Secrets - A BOOGIE WIT DA HOODIE.wav
"All That Glitters Is Not Gold, but It's Still Damn Beautiful",$uicideboy$,"downloads/All That Glitters Is Not Gold, but It's Still Damn Beautiful - $uicideboy$.wav"
Minetta Creek,Blood Orange,downloads/Minetta Creek - Blood Orange.wav
Drama (feat. Drake),Roy Woods,downloads/Drama (feat. Drake) - Roy Woods.wav
Green Onions,Booker T. & The M.G.'s,downloads/Green Onions - Booker T. & The M.G.'s.wav
Bulletproof Love,Pierce The Veil,downloads/Bulletproof Love - Pierce The Veil.wav
Sonne,Rammstein,downloads/Sonne - Rammstein.wav
Say Yes To Heaven,Lana Del Rey,downloads/Say Yes To Heaven - Lana Del Rey.wav
Something Beautiful,Miley Cyrus,downloads/Something Beautiful - Miley Cyrus.wav
Is It a Crime,Sade,downloads/Is It a Crime - Sade.wav
GREEDY,PARTYNEXTDOOR,downloads/GREEDY - PARTYNEXTDOOR.wav
Don’t Smile,Sabrina Carpenter,downloads/Don’t Smile - Sabrina Carpenter.wav
Right Now (Na Na Na),Akon,downloads/Right Now (Na Na Na) - Akon.wav
Ribs,Lorde,downloads/Ribs - Lorde.wav
Spine Breaker,BTS,downloads/Spine Breaker - BTS.wav
JACKIE BROWN,Brent Faiyaz,downloads/JACKIE BROWN - Brent Faiyaz.wav
Right Down The Line,Gerry Rafferty,downloads/Right Down The Line - Gerry Rafferty.wav
wacced out murals,Kendrick Lamar,downloads/wacced out murals - Kendrick Lamar.wav
ESCAPE (Bang Chan & Hyunjin),STRAY KIDS,downloads/ESCAPE (Bang Chan & Hyunjin) - STRAY KIDS.wav
Trem das Onze,Adoniran Barbosa,downloads/Trem das Onze - Adoniran Barbosa.wav
Thriller,Michael Jackson,downloads/Thriller - Michael Jackson.wav
Já Sei Namorar,2004 Digital Remaster - Tribalistas,downloads/Já Sei Namorar - 2004 Digital Remaster - Tribalistas.wav
agenda,Che,downloads/agenda - Che.wav
Remedy,Seether,downloads/Remedy - Seether.wav
you not the same,TileKid,downloads/you not the same - TileKid.wav
So Real,Jeff Buckley,downloads/So Real - Jeff Buckley.wav
As,Stevie Wonder,downloads/As - Stevie Wonder.wav
Big Girls Don't Cry (Personal),Fergie,downloads/Big Girls Don't Cry (Personal) - Fergie.wav
Over Each Other,Linkin Park,downloads/Over Each Other - Linkin Park.wav
What Once Was,Her's,downloads/What Once Was - Her's.wav
Rasputin,Boney M.,downloads/Rasputin - Boney M..wav
BOA,Megan Thee Stallion,downloads/BOA - Megan Thee Stallion.wav
Enough for you,Wisp,downloads/Enough for you - Wisp.wav
Metamodernity,Vansire,downloads/Metamodernity - Vansire.wav
Perfect Illusion,Lady Gaga,downloads/Perfect Illusion - Lady Gaga.wav
Beware,Deftones,downloads/Beware - Deftones.wav
Post To Be (feat. Chris Brown & Jhene Aiko),Omarion,downloads/Post To Be (feat. Chris Brown & Jhene Aiko) - Omarion.wav
Wires,The Neighbourhood,downloads/Wires - The Neighbourhood.wav
Deathcamp (feat. Cole Alexander),"Tyler, the Creator","downloads/Deathcamp (feat. Cole Alexander) - Tyler, the Creator.wav"
Married To The Game,Future,downloads/Married To The Game - Future.wav
Disciples,Tame Impala,downloads/Disciples - Tame Impala.wav
Tennis Court,Lorde,downloads/Tennis Court - Lorde.wav
Babies & Fools (feat. Conway The Machine),Freddie Gibbs,downloads/Babies & Fools (feat. Conway The Machine) - Freddie Gibbs.wav
OUTRO: Propose,BTS,downloads/OUTRO: Propose - BTS.wav
Miss The Rage,Trippie Redd,downloads/Miss The Rage - Trippie Redd.wav
God Games,Jorge Rivera-Herrans,downloads/God Games - Jorge Rivera-Herrans.wav
Death & Romance,MAGDALENA BAY,downloads/Death & Romance - MAGDALENA BAY.wav
Enjoy the Silence,Depeche Mode,downloads/Enjoy the Silence - Depeche Mode.wav
Sweet Emotion,Aerosmith,downloads/Sweet Emotion - Aerosmith.wav
Ambitionz az a Ridah,2Pac,downloads/Ambitionz az a Ridah - 2Pac.wav
IZ-US,Aphex Twin,downloads/IZ-US - Aphex Twin.wav
Lovers From The Past,Mareux,downloads/Lovers From The Past - Mareux.wav
devil town,Cavetown,downloads/devil town - Cavetown.wav
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,downloads/Light It Up (feat. Nyla & Fuse ODG) [Remix] - Major Lazer.wav
Black Beauty,Lana Del Rey,downloads/Black Beauty - Lana Del Rey.wav
This Love,Pantera,downloads/This Love - Pantera.wav
A Horse With No Name,America,downloads/A Horse With No Name - America.wav
Swimming Pools (Drank),Extended Version - Kendrick Lamar,downloads/Swimming Pools (Drank) - Extended Version - Kendrick Lamar.wav
Bug,Fontaines D.C.,downloads/Bug - Fontaines D.C..wav
Levitate,Twenty One Pilots,downloads/Levitate - Twenty One Pilots.wav
i wanna be your girlfriend,Girl In Red,downloads/i wanna be your girlfriend - Girl In Red.wav
Moon Song,Phoebe Bridgers,downloads/Moon Song - Phoebe Bridgers.wav
Ps & Qs,LIL UZI VERT,downloads/Ps & Qs - LIL UZI VERT.wav
I'm Like a Lawyer With the Way I'm Always Trying to Get You Off (Me & You),Fall Out Boy,downloads/I'm Like a Lawyer With the Way I'm Always Trying to Get You Off (Me & You) - Fall Out Boy.wav
When I'm Gone,3 Doors Down,downloads/When I'm Gone - 3 Doors Down.wav
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,downloads/STAR WALKIN' (League of Legends Worlds Anthem) - Lil Nas X.wav
Buried Alive,Avenged Sevenfold,downloads/Buried Alive - Avenged Sevenfold.wav
¿Cómo así?,Kali Uchis,downloads/¿Cómo así? - Kali Uchis.wav
Nervous Young Inhumans,Car Seat Headrest,downloads/Nervous Young Inhumans - Car Seat Headrest.wav
ETA,NewJeans,downloads/ETA - NewJeans.wav
No One Mourns The Wicked,Wicked Movie Cast,downloads/No One Mourns The Wicked - Wicked Movie Cast.wav
4 Your Eyez Only,J. Cole,downloads/4 Your Eyez Only - J. Cole.wav
After Hours,Kehlani,downloads/After Hours - Kehlani.wav
SWEET ★ HONEY ★ BUCKIIN',Beyoncé,downloads/SWEET ★ HONEY ★ BUCKIIN' - Beyoncé.wav
Pandora (For Cindy),Cocteau Twins,downloads/Pandora (For Cindy) - Cocteau Twins.wav
Sex,The 1975,downloads/Sex - The 1975.wav
Roses,The Chainsmokers,downloads/Roses - The Chainsmokers.wav
Unloveable,2017 Master - The Smiths,downloads/Unloveable - 2017 Master - The Smiths.wav
You First,Paramore,downloads/You First - Paramore.wav
Know Your Enemy,Rage Against the Machine,downloads/Know Your Enemy - Rage Against the Machine.wav
rockstar (feat. 21 Savage),Post Malone,downloads/rockstar (feat. 21 Savage) - Post Malone.wav
Magic Mountain,Japanese Breakfast,downloads/Magic Mountain - Japanese Breakfast.wav
Natural Mystic,Bob Marley & The Wailers,downloads/Natural Mystic - Bob Marley & The Wailers.wav
Guns and Ships,Leslie Odom Jr.,downloads/Guns and Ships - Leslie Odom Jr..wav
Exmilitary,JPEGMAFIA,downloads/Exmilitary - JPEGMAFIA.wav
Strawberry Rush,Chuu,downloads/Strawberry Rush - Chuu.wav
Dance to This (feat. Ariana Grande),Troye Sivan,downloads/Dance to This (feat. Ariana Grande) - Troye Sivan.wav
The Great War,Taylor Swift,downloads/The Great War - Taylor Swift.wav
ST. CHROMA (feat. Daniel Caesar),"Tyler, the Creator","downloads/ST. CHROMA (feat. Daniel Caesar) - Tyler, the Creator.wav"
Love Scenario,Ikon,downloads/Love Scenario - Ikon.wav
Fast Times,Sabrina Carpenter,downloads/Fast Times - Sabrina Carpenter.wav
Say It Right,Nelly Furtado,downloads/Say It Right - Nelly Furtado.wav
Secrets,OneRepublic,downloads/Secrets - OneRepublic.wav
Enemy,Charli XCX,downloads/Enemy - Charli XCX.wav
Snow on the Beach (feat. Lana Del Rey),Taylor Swift,downloads/Snow on the Beach (feat. Lana Del Rey) - Taylor Swift.wav
Lonesome,Sabrina Carpenter,downloads/Lonesome - Sabrina Carpenter.wav
Forever Winter (Taylor's Version) (From the Vault),Taylor Swift,downloads/Forever Winter (Taylor's Version) (From the Vault) - Taylor Swift.wav
Down Bad,Taylor Swift,downloads/Down Bad - Taylor Swift.wav
Ghost,Machine Girl,downloads/Ghost - Machine Girl.wav
Liability,Lorde,downloads/Liability - Lorde.wav
Hold Them Down,Jorge Rivera-Herrans,downloads/Hold Them Down - Jorge Rivera-Herrans.wav
Robin,Taylor Swift,downloads/Robin - Taylor Swift.wav
It′s Definitely You,V,downloads/It′s Definitely You - V.wav
Too Comfortable,Future,downloads/Too Comfortable - Future.wav
Sidewalks,The Weeknd,downloads/Sidewalks - The Weeknd.wav
Last Words of a Shooting Star,Mitski,downloads/Last Words of a Shooting Star - Mitski.wav
Angel,Weatherday,downloads/Angel - Weatherday.wav
Speed Trials,Elliott Smith,downloads/Speed Trials - Elliott Smith.wav
Prisoner (feat. Dua Lipa),Miley Cyrus,downloads/Prisoner (feat. Dua Lipa) - Miley Cyrus.wav
Dive,Olivia Dean,downloads/Dive - Olivia Dean.wav
Mercy,Kanye West,downloads/Mercy - Kanye West.wav
Voyage voyage,Desireless,downloads/Voyage voyage - Desireless.wav
House Of Cards (Full Length Edition),BTS,downloads/House Of Cards (Full Length Edition) - BTS.wav
BAILE INoLVIDABLE,Bad Bunny,downloads/BAILE INoLVIDABLE - Bad Bunny.wav
Seven Nation Army,The White Stripes,downloads/Seven Nation Army - The White Stripes.wav
Leave The Door Open,Bruno Mars,downloads/Leave The Door Open - Bruno Mars.wav
Starving,Hailee Steinfeld,downloads/Starving - Hailee Steinfeld.wav
Hotel California,2013 Remaster - Eagles,downloads/Hotel California - 2013 Remaster - Eagles.wav
Bulletproof,La Roux,downloads/Bulletproof - La Roux.wav
Heading South,Zach Bryan,downloads/Heading South - Zach Bryan.wav
theres this girl,sign crushes motorist,downloads/theres this girl - sign crushes motorist.wav
STUNTMAN (feat. Vince Staples),"Tyler, the Creator","downloads/STUNTMAN (feat. Vince Staples) - Tyler, the Creator.wav"
This Town,Niall Horan,downloads/This Town - Niall Horan.wav
Safety Zone,J-Hope,downloads/Safety Zone - J-Hope.wav
STILL IN THE PAINT (with LAZER DIM 700 & Bktherula),Denzel Curry,downloads/STILL IN THE PAINT (with LAZER DIM 700 & Bktherula) - Denzel Curry.wav
Formation,Beyoncé,downloads/Formation - Beyoncé.wav
EPILOGUE: Young Forever,BTS,downloads/EPILOGUE: Young Forever - BTS.wav
When I'm Small,Phantogram,downloads/When I'm Small - Phantogram.wav
Mr. Glock,Key Glock,downloads/Mr. Glock - Key Glock.wav
LVL,A$AP Rocky,downloads/LVL - A$AP Rocky.wav
Cool Kids,Echosmith,downloads/Cool Kids - Echosmith.wav
"Holy, Holy",geordie greep,"downloads/Holy, Holy - geordie greep.wav"
"Merry Christmas, Please Don't Call",Bleachers,"downloads/Merry Christmas, Please Don't Call - Bleachers.wav"
Luck Runs Out,Jorge Rivera-Herrans,downloads/Luck Runs Out - Jorge Rivera-Herrans.wav
Am I Wrong,Nico & Vinz,downloads/Am I Wrong - Nico & Vinz.wav
Sunny,Boney M.,downloads/Sunny - Boney M..wav
KNOW ABOUT ME,NMixx,downloads/KNOW ABOUT ME - NMixx.wav
怪物,yoasobi,downloads/怪物 - yoasobi.wav
Julia,SZA,downloads/Julia - SZA.wav
Cobain,LIL PEEP,downloads/Cobain - LIL PEEP.wav
STRESS,CHUNG HA,downloads/STRESS - CHUNG HA.wav
Rain,Sleep Token,downloads/Rain - Sleep Token.wav
Gangnam Style (강남스타일),Psy,downloads/Gangnam Style (강남스타일) - Psy.wav
While You Were Sleeping,Laufey,downloads/While You Were Sleeping - Laufey.wav
Crybaby,SZA,downloads/Crybaby - SZA.wav
Figure it Out,Ian,downloads/Figure it Out - Ian.wav
Rap God,Eminem,downloads/Rap God - Eminem.wav
Santa,RVSSIAN,downloads/Santa - RVSSIAN.wav
UGH!,BTS,downloads/UGH! - BTS.wav
I'm Only Sleeping,Remastered 2009 - The Beatles,downloads/I'm Only Sleeping - Remastered 2009 - The Beatles.wav
Decode,Paramore,downloads/Decode - Paramore.wav
Give Me Everything (feat. Nayer),Pitbull,downloads/Give Me Everything (feat. Nayer) - Pitbull.wav
Burn It Down,Linkin Park,downloads/Burn It Down - Linkin Park.wav
Silver Springs,2004 Remaster - Fleetwood Mac,downloads/Silver Springs - 2004 Remaster - Fleetwood Mac.wav
True Love,Kanye West,downloads/True Love - Kanye West.wav
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"downloads/Quevedo: Bzrp Music Sessions, Vol. 52 - Bizarrap.wav"
Virtual Diva,Don Omar,downloads/Virtual Diva - Don Omar.wav
One More Dance,d4vd,downloads/One More Dance - d4vd.wav
WAIT,Doechii,downloads/WAIT - Doechii.wav
Soul to Squeeze,Red Hot Chili Peppers,downloads/Soul to Squeeze - Red Hot Chili Peppers.wav
Do for Love,2Pac,downloads/Do for Love - 2Pac.wav
Gold Dust,Duster,downloads/Gold Dust - Duster.wav
Picture In My Mind,pinkpantheress,downloads/Picture In My Mind - pinkpantheress.wav
Alewife,Clairo,downloads/Alewife - Clairo.wav
Beautiful People Beautiful Problems (feat. Stevie Nicks),Lana Del Rey,downloads/Beautiful People Beautiful Problems (feat. Stevie Nicks) - Lana Del Rey.wav
Baby I,Ariana Grande,downloads/Baby I - Ariana Grande.wav
Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott,downloads/Nightcrawler (feat. Swae Lee & Chief Keef) - Travis Scott.wav
Shepherd Of Fire,Avenged Sevenfold,downloads/Shepherd Of Fire - Avenged Sevenfold.wav
Reality Surf,Bladee,downloads/Reality Surf - Bladee.wav
I Hate It Here,Taylor Swift,downloads/I Hate It Here - Taylor Swift.wav
MODERN JAM (feat. Teezo Touchdown),Travis Scott,downloads/MODERN JAM (feat. Teezo Touchdown) - Travis Scott.wav
BAD DECISIONS,Nemzzz,downloads/BAD DECISIONS - Nemzzz.wav
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,downloads/Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault) - Taylor Swift.wav
Slingshot (＜★),NMixx,downloads/Slingshot (＜★) - NMixx.wav
Dear John (Taylor's Version),Taylor Swift,downloads/Dear John (Taylor's Version) - Taylor Swift.wav
Someday I'll Get It,Alek Olsen,downloads/Someday I'll Get It - Alek Olsen.wav
Help!,Remastered 2009 - The Beatles,downloads/Help! - Remastered 2009 - The Beatles.wav
Deceptacon,Le Tigre,downloads/Deceptacon - Le Tigre.wav
Fake Love,Drake,downloads/Fake Love - Drake.wav
Under Your Spell,Snow Strippers,downloads/Under Your Spell - Snow Strippers.wav
For Whom The Bell Tolls,Remastered - Metallica,downloads/For Whom The Bell Tolls - Remastered - Metallica.wav
I Believe in a Thing Called Love,The Darkness,downloads/I Believe in a Thing Called Love - The Darkness.wav
Summer's Over,Jordana,downloads/Summer's Over - Jordana.wav
Setting Sun,You'll Never Get to Heaven,downloads/Setting Sun - You'll Never Get to Heaven.wav
Are You Satisfied?,Marina,downloads/Are You Satisfied? - Marina.wav
Club classics featuring bb trickz,Charli XCX,downloads/Club classics featuring bb trickz - Charli XCX.wav
Hello?,Clairo,downloads/Hello? - Clairo.wav
Apeshit,The Carters,downloads/Apeshit - The Carters.wav
Misery,Maroon 5,downloads/Misery - Maroon 5.wav
Blue Banisters,Lana Del Rey,downloads/Blue Banisters - Lana Del Rey.wav
Sleepwalker,akiaura,downloads/Sleepwalker - akiaura.wav
soulless,sosocamo,downloads/soulless - sosocamo.wav
Talk 2 U,Brent Faiyaz,downloads/Talk 2 U - Brent Faiyaz.wav
You're Not Good Enough,Blood Orange,downloads/You're Not Good Enough - Blood Orange.wav
WE STILL DON'T TRUST YOU,Future,downloads/WE STILL DON'T TRUST YOU - Future.wav
When You're Gone,The Cranberries,downloads/When You're Gone - The Cranberries.wav
Ghost Town,Kanye West,downloads/Ghost Town - Kanye West.wav
She's My Collar (Feat. Kali Uchis),Gorillaz,downloads/She's My Collar (Feat. Kali Uchis) - Gorillaz.wav
Burrow,Men I Trust,downloads/Burrow - Men I Trust.wav
COZY,Beyoncé,downloads/COZY - Beyoncé.wav
Spit It Out,Slipknot,downloads/Spit It Out - Slipknot.wav
The Trooper,2015 remaster - Iron Maiden,downloads/The Trooper - 2015 remaster - Iron Maiden.wav
Firework,Katy Perry,downloads/Firework - Katy Perry.wav
The Contortionist,Melanie Martinez,downloads/The Contortionist - Melanie Martinez.wav
Miss Murder,AFI,downloads/Miss Murder - AFI.wav
This Is Why We Can't Have Nice Things,Taylor Swift,downloads/This Is Why We Can't Have Nice Things - Taylor Swift.wav
Brain Damage,Pink Floyd,downloads/Brain Damage - Pink Floyd.wav
Potion,Djo,downloads/Potion - Djo.wav
Tree Among Shrubs,Men I Trust,downloads/Tree Among Shrubs - Men I Trust.wav
The Next Episode,Dr. Dre,downloads/The Next Episode - Dr. Dre.wav
Uuuu,Steve Lacy,downloads/Uuuu - Steve Lacy.wav
We Cry Together,Kendrick Lamar,downloads/We Cry Together - Kendrick Lamar.wav
I Did Something Bad,Taylor Swift,downloads/I Did Something Bad - Taylor Swift.wav
Innerbloom,RÜFÜS DU SOL,downloads/Innerbloom - RÜFÜS DU SOL.wav
Constellations,Duster,downloads/Constellations - Duster.wav
The Morning,The Weeknd,downloads/The Morning - The Weeknd.wav
money,Lisa,downloads/money - Lisa.wav
Can't Get You Out of My Head,Kylie Minogue,downloads/Can't Get You Out of My Head - Kylie Minogue.wav
The Flower Called Nowhere,Stereolab,downloads/The Flower Called Nowhere - Stereolab.wav
void,super slowed - ISQ,downloads/void - super slowed - ISQ.wav
Turban,yeat,downloads/Turban - yeat.wav
Pined For You My Whole Life,Matt Maltese,downloads/Pined For You My Whole Life - Matt Maltese.wav
Moonlight,Chase Atlantic,downloads/Moonlight - Chase Atlantic.wav
Let Me Love You,DJ Snake,downloads/Let Me Love You - DJ Snake.wav
Too Late,SZA,downloads/Too Late - SZA.wav
Wait,M83,downloads/Wait - M83.wav
No L's,Smino,downloads/No L's - Smino.wav
Jamba (feat. Hodgy),"Tyler, the Creator","downloads/Jamba (feat. Hodgy) - Tyler, the Creator.wav"
Fallin',Alicia Keys,downloads/Fallin' - Alicia Keys.wav
Body,Megan Thee Stallion,downloads/Body - Megan Thee Stallion.wav
Summertime in Paris,Jaden,downloads/Summertime in Paris - Jaden.wav
Sex & Candy,Marcy Playground,downloads/Sex & Candy - Marcy Playground.wav
I'm So Tired,Fugazi,downloads/I'm So Tired - Fugazi.wav
And This is Just The Intro,Tory Lanez,downloads/And This is Just The Intro - Tory Lanez.wav
Desmitificar,Marina Sena,downloads/Desmitificar - Marina Sena.wav
Sticky,Kiss Of Life,downloads/Sticky - Kiss Of Life.wav
Like I Can,Sam Smith,downloads/Like I Can - Sam Smith.wav
El Perdedor,Maluma,downloads/El Perdedor - Maluma.wav
Donchano,Steve Lacy,downloads/Donchano - Steve Lacy.wav
Beautiful People,David Guetta,downloads/Beautiful People - David Guetta.wav
I THINK,"Tyler, the Creator","downloads/I THINK - Tyler, the Creator.wav"
Like Crazy,jimin,downloads/Like Crazy - jimin.wav
Money For Nothing,Remastered 1996 - Dire Straits,downloads/Money For Nothing - Remastered 1996 - Dire Straits.wav
The Feminine Urge,The Last Dinner Party,downloads/The Feminine Urge - The Last Dinner Party.wav
Get Well Soon,Ariana Grande,downloads/Get Well Soon - Ariana Grande.wav
r,Cali - A$AP Rocky,downloads/r - Cali - A$AP Rocky.wav
Lose My Breath,Destiny's Child,downloads/Lose My Breath - Destiny's Child.wav
Leathers,Deftones,downloads/Leathers - Deftones.wav
Lolita,Lana Del Rey,downloads/Lolita - Lana Del Rey.wav
Tempo Perdido,Legião Urbana,downloads/Tempo Perdido - Legião Urbana.wav
Esperar pra ver,Evinha,downloads/Esperar pra ver - Evinha.wav
Angel,Massive Attack,downloads/Angel - Massive Attack.wav
Waving Through A Window,ben platt,downloads/Waving Through A Window - ben platt.wav
Pennyroyal Tea,Nirvana,downloads/Pennyroyal Tea - Nirvana.wav
Blind,SZA,downloads/Blind - SZA.wav
Noticed I cried,pinkpantheress,downloads/Noticed I cried - pinkpantheress.wav
ADVICE,Taemin,downloads/ADVICE - Taemin.wav
Só os Loucos Sabem,Charlie Brown JR.,downloads/Só os Loucos Sabem - Charlie Brown JR..wav
Figure It Out,Royal Blood,downloads/Figure It Out - Royal Blood.wav
No Diggity,Blackstreet,downloads/No Diggity - Blackstreet.wav
君はできない子,Kikuo,downloads/君はできない子 - Kikuo.wav
Demons,Doja Cat,downloads/Demons - Doja Cat.wav
